20,748,В,2
25,744,З,2
22,739,СЗ,2
17,744,С,2
10,742,С,3
11,738,СЗ,2
19,740,З,2
12,740,СВ,1
16,742,З,2
13,747,З,1
19,746,З,1
16,739,ЮЗ,3
14,743,СЗ,3
12,744,С,3
9,749,С,3
14,748,ЮЗ,4
21,741,ЮЗ,4
20,746,ЮЗ,2
28,747,З,2
27,747,В,1
26,745,С,1
27,744,С,3
30,745,ЮВ,1
27,744,З,1
27,745,С,1
23,747,СВ,3
26,747,СВ,3
31,742,В,3
25,741,ЮЗ,2
22,740,СВ,2
17,738,В,1
20,740,З,2
20,745,СЗ,3
23,747,СЗ,2
21,744,ЮЗ,2
21,739,В,1
19,738,З,1
21,738,С,2
23,739,СВ,2
24,738,В,2
27,741,ЮВ,1
28,743,Ю,3
24,746,СВ,1
26,743,С,2
26,744,Ю,3
28,744,ЮЗ,2
21,742,Ю,2
23,744,СЗ,2
27,748,З,2
30,748,СЗ,2
32,746,С,1
32,746,С,2
31,748,В,3
31,747,В,2
31,744,В,1
25,747,Ю,1
28,748,С,2
32,749,СВ,1
31,749,В,1
27,746,С,2
26,745,С,1
15,741,СВ,3
24,744,З,1
21,747,ЮЗ,4
23,749,З,2
23,750,ЮЗ,2
24,747,ЮЗ,1
25,747,З,3
23,742,С,2
24,744,З,2
21,738,ЮЗ,3
17,736,СЗ,1
13,743,ЮЗ,3
20,748,З,2
23,749,З,3
30,749,ЮЗ,3
31,750,З,1
33,751,З,1
33,751,ЮЗ,1
33,750,З,1
32,752,С,2
33,747,Ю,1
35,744,Ю,1
23,747,СЗ,2
27,746,Ю,1
25,747,З,1
27,750,З,2
28,750,ЮВ,2
30,746,ЮЗ,3
22,740,ЮЗ,5
19,744,З,3
25,744,ЮЗ,3
24,740,Ю,4
18,733,ЮЗ,5
13,741,З,3
15,749,З,5
14,751,З,2
20,753,З,2
26,753,З,3
29,753,ЮЗ,2
30,753,Ю,2
29,748,ЮЗ,3
29,744,ЮЗ,2
18,747,С,2
16,747,В,3
13,741,В,3
15,741,ЮЗ,1
15,742,Ю,1
11,734,В,2
8,746,С,3
10,753,С,2
12,757,СЗ,2
14,760,В,1
14,762,СВ,2
14,763,В,2
15,762,В,2
15,759,В,2
15,757,В,1
10,751,С,3
6,753,С,2
7,752,ЮВ,1
14,747,ЮЗ,4
14,749,ЮЗ,3
15,752,Ю,2
17,753,Ю,1
20,754,ЮЗ,3
21,756,Ю,2
21,756,Ю,2
21,748,З,1
9,746,С,3
6,752,З,3
7,744,ЮЗ,4
12,741,З,2
12,745,З,4
13,742,ЮЗ,4
10,749,СЗ,2
11,752,ЮЗ,1
10,753,Ю,2
7,749,ЮЗ,2
8,747,Ю,2
8,748,С,2
9,756,З,2
11,756,З,2
11,756,З,3
8,762,С,2
9,758,ЮЗ,3
8,759,ЮЗ,2
9,760,ЮЗ,2
11,762,ЮЗ,1
13,762,Ю,1
13,759,ЮЗ,3
11,754,Ю,2
6,749,СЗ,2
4,751,З,4
6,746,Ю,4
2,743,СЗ,2
-1,754,С,2
-1,755,СЗ,2
2,762,З,2
5,757,З,4
4,759,З,2
7,758,З,3
7,761,ЮЗ,2
6,753,В,2
4,748,Ю,2
6,746,ЮЗ,2
7,745,Ю,5
1,744,ЮЗ,5
0,741,ЮЗ,3
4,735,ЮЗ,4
7,743,Ю,3
10,743,В,4
4,752,В,1
1,759,ЮЗ,2
0,749,ЮВ,2
1,743,З,1
1,753,ЮЗ,3
2,760,ЮЗ,2
3,765,СВ,2
1,762,В,3
1,762,В,2
0,760,Ю,2
2,758,З,1
2,754,Ю,3
4,753,Ю,2
5,750,В,2
3,751,В,2
0,753,В,1
0,761,С,2
-3,754,З,3
-4,759,С,3
-8,761,СЗ,1
-9,759,С,2
-7,763,СВ,2
-12,761,В,1
-9,760,В,3
-9,763,В,3
-9,762,З,1
-8,752,ЮЗ,2
-8,759,ЮЗ,2
-8,756,Ю,2
-10,747,Ю,2
-8,740,Ю,2
-14,745,З,2
-16,747,В,2
-12,748,ЮВ,1
-15,748,З,1
-16,751,З,2
-15,756,Ю,2
-13,745,ЮВ,2
-16,747,В,2
-20,750,С,3
-18,751,З,1
-16,749,Ю,2
-4,746,ЮЗ,3
-2,753,ЮЗ,1
-5,748,Ю,2
-4,757,С,3
-7,756,В,5
-7,753,Ю,2
-7,763,ЮЗ,1
-7,759,Ю,3
-7,753,В,3
-4,754,Ю,1
-6,756,В,1
-4,755,В,1
-5,754,ЮЗ,1
-9,751,В,2
-8,753,В,2
-6,753,СЗ,1
-8,754,З,1
-8,747,З,2
-8,748,ЮЗ,4
-5,741,З,3
-7,744,В,2
-17,747,СЗ,2
-6,756,ЮЗ,2
-8,755,В,2
-4,754,В,3
-5,754,ЮВ,2
-5,751,ЮВ,3
-2,756,В,2
-2,756,В,3
-3,756,В,2
-3,755,В,1
-3,756,В,2
-3,762,В,3
-8,767,В,3
-8,761,В,3
-7,759,В,1
-4,760,В,1
-5,757,В,2
-5,754,ЮВ,1
-5,753,ЮВ,2
-3,750,В,3
1,745,В,4
-1,742,В,5
-1,750,Ю,1
1,750,СЗ,2
-2,756,СВ,1
-3,757,В,2
-3,751,В,5
1,741,ЮЗ,2
1,747,Ю,3
1,747,В,1
0,750,З,3
-1,751,С,2
-2,755,С,2
2,757,С,2
1,753,З,1
2,752,З,1
2,753,З,1
3,745,Ю,2
1,727,Ю,3
-1,737,ЮЗ,3
-1,744,В,3
5,741,СЗ,1
7,743,В,2
12,754,ЮВ,1
11,759,ЮВ,1
16,761,ЮВ,1
16,756,ЮЗ,4
16,749,ЮЗ,4
6,741,ЮЗ,2
1,741,СЗ,4
1,740,СВ,1
2,747,СЗ,3
4,747,ЮЗ,1
4,738,З,4
1,751,СЗ,3
0,755,С,3
2,755,С,4
6,753,С,5
7,755,СЗ,3
9,752,СЗ,2
9,751,Ю,1
12,750,Ю,3
14,748,ЮЗ,4
3,750,СВ,3
16,742,Ю,7
3,738,С,3
4,738,СЗ,2
0,742,З,2
4,744,З,3
9,750,ЮЗ,2
8,749,С,4
10,750,СЗ,2
21,747,З,3
23,750,З,2
24,746,ЮЗ,5
26,743,ЮЗ,2
12,743,С,3
13,749,С,3
19,749,СЗ,3
21,749,ЮЗ,4
24,749,ЮЗ,2
23,750,Ю,2
22,745,ЮВ,4
25,743,В,1
20,743,В,3
24,747,С,2
24,750,З,3
21,750,ЮВ,1
21,744,В,2
19,743,ЮЗ,2
15,744,З,3
12,743,З,3
10,747,З,2
11,750,ЮЗ,2
12,746,СЗ,3
19,747,С,3
16,747,З,4
16,751,С,2
17,751,Ю,2
23,744,Ю,4
11,738,ЮВ,4
18,743,ЮЗ,2
22,747,С,2
24,751,ЮЗ,1
25,753,В,2
28,750,СЗ,2
23,749,С,4
22,751,С,3
27,746,З,4
28,746,ЮЗ,5
30,744,Ю,5
26,745,СЗ,2
28,743,С,2
24,747,З,2
25,751,ЮЗ,3
30,752,З,2
26,754,СЗ,2
28,753,З,2
35,750,В,2
35,750,З,2
36,748,ЮВ,2
34,747,В,3
29,750,З,3
28,747,Ю,2
19,749,СЗ,3
23,752,З,2
30,752,ЮЗ,2
31,753,З,1
27,753,В,2
23,754,СВ,2
23,754,В,2
26,753,С,3
25,755,СВ,2
27,754,З,3
28,747,З,5
21,751,С,2
20,752,СЗ,3
24,747,СЗ,3
25,737,З,4
20,728,В,2
18,737,СЗ,2
18,737,В,1
14,738,З,3
22,748,СЗ,4
25,749,ЮЗ,2
28,747,СЗ,1
29,748,СВ,2
29,748,З,2
31,748,В,2
32,748,С,2
29,749,С,2
29,749,З,1
31,745,З,3
31,745,СЗ,2
30,746,С,3
31,747,В,2
27,742,СВ,2
20,746,З,1
26,747,ЮЗ,4
27,746,З,2
30,745,СЗ,2
30,746,Ю,2
30,747,ЮВ,1
33,745,СВ,1
29,745,ЮЗ,1
24,742,В,1
27,743,СЗ,2
25,746,СВ,2
26,747,З,1
29,746,З,2
24,741,СВ,1
20,742,С,4
19,745,С,3
16,746,СЗ,1
16,747,З,1
20,747,З,2
25,748,З,2
28,750,В,1
21,749,ЮВ,1
19,744,З,3
23,745,З,4
23,744,З,3
23,747,З,3
29,748,ЮЗ,4
31,748,З,1
25,747,Ю,2
25,743,С,2
15,745,В,1
20,742,ЮЗ,2
20,746,С,2
21,747,С,2
22,744,З,2
23,746,С,2
21,747,З,1
23,745,З,2
21,747,СЗ,1
23,751,СВ,2
23,757,В,1
26,756,С,1
27,756,З,2
27,756,В,2
26,755,В,2
28,755,В,1
28,757,В,2
28,758,З,1
26,757,СЗ,2
19,752,СЗ,3
21,749,В,1
21,750,СВ,2
25,750,В,1
21,750,С,1
17,752,С,2
17,753,ЮВ,1
15,747,Ю,2
13,747,В,1
14,750,СЗ,3
18,749,ЮЗ,3
18,744,ЮЗ,2
17,741,З,2
13,744,Ю,1
17,751,З,2
15,750,ЮЗ,2
13,747,ЮЗ,3
13,741,В,2
9,744,С,2
12,746,Ю,5
11,748,ЮЗ,3
12,753,С,1
11,748,Ю,2
12,744,З,5
8,752,СЗ,2
11,754,ЮЗ,3
17,749,ЮЗ,6
9,751,СЗ,3
10,757,З,2
10,756,ЮВ,3
18,753,Ю,2
20,754,ЮВ,2
19,757,Ю,2
17,758,З,1
18,756,Ю,2
18,756,Ю,1
21,756,Ю,2
17,756,З,1
10,757,СВ,1
11,760,В,2
7,759,В,2
3,753,С,4
3,757,ЮЗ,2
6,751,Ю,3
3,743,ЮВ,2
6,742,ЮЗ,3
1,749,З,3
0,750,З,3
-1,753,СВ,2
-3,754,С,2
-4,754,СВ,2
-3,757,СВ,1
0,761,СВ,1
-3,763,В,1
-1,765,С,2
-1,760,ЮЗ,3
0,759,В,2
3,758,ЮВ,2
4,761,В,3
2,764,В,3
1,762,В,2
1,759,В,3
0,757,В,4
0,750,ЮВ,2
1,747,В,1
1,747,СЗ,1
0,738,ЮВ,2
1,750,ЮЗ,2
3,747,Ю,2
3,745,Ю,1
4,748,ЮЗ,2
5,751,ЮЗ,1
7,752,ЮЗ,2
3,753,Ю,2
3,758,СЗ,1
1,762,Ю,2
1,755,З,4
0,752,З,3
-3,759,СВ,3
-8,763,С,1
-12,766,В,2
-9,765,З,3
-8,760,З,3
-10,762,В,1
-10,758,В,2
-9,747,В,1
-11,747,С,1
-23,754,С,2
-24,755,СЗ,1
-13,751,СВ,2
-15,755,СВ,1
-11,755,В,3
-7,753,ЮВ,1
-9,761,Ю,3
-4,756,Ю,3
-2,740,ЮВ,5
1,744,ЮЗ,4
-2,742,В,2
-2,741,ЮВ,2
-2,746,ЮВ,2
-4,745,В,3
-5,743,В,2
-3,734,В,1
-17,743,СЗ,2
-19,757,С,1
-17,767,СЗ,2
-20,766,В,2
-8,761,Ю,1
-14,756,ЮЗ,1
-11,752,ЮЗ,2
-7,747,З,3
-8,751,СЗ,2
-18,770,З,2
-17,769,В,1
-17,770,В,1
-14,761,В,2
-7,761,В,4
-12,762,В,3
-14,749,В,2
-15,748,В,1
-16,750,В,4
-7,757,В,1
-5,758,ЮВ,3
-7,759,В,3
-11,764,В,3
-9,772,В,2
-10,767,СЗ,1
-11,767,З,1
-13,767,В,2
-14,770,В,4
-15,774,ЮВ,2
-16,776,ЮВ,2
-12,776,В,1
-10,773,З,1
-10,764,В,3
-10,752,ЮВ,3
-7,740,В,2
-6,740,СЗ,4
-9,751,З,1
-11,746,З,3
-4,745,З,2
-12,743,В,3
-9,743,В,4
-7,743,В,3
-5,746,СВ,2
-3,755,ЮЗ,2
-6,755,СЗ,2
-8,758,В,1
-6,755,В,3
-4,752,В,1
-4,750,ЮВ,2
0,747,ЮЗ,2
-5,753,В,2
-4,749,В,2
-3,740,С,1
-6,749,СЗ,2
-4,751,ЮЗ,2
-3,746,З,4
-1,751,Ю,2
0,737,ЮЗ,4
0,738,З,2
0,742,ЮЗ,4
1,738,ЮЗ,3
-5,746,З,3
-4,754,ЮЗ,2
-7,755,З,4
-2,746,ЮЗ,2
3,746,ЮЗ,1
3,741,З,3
2,744,СЗ,4
1,749,ЮЗ,4
0,749,С,2
0,758,СЗ,3
1,758,З,5
4,758,Ю,2
5,758,В,2
5,757,В,2
8,757,ЮВ,2
10,757,В,3
9,759,ЮВ,2
8,758,С,2
12,757,СВ,2
11,756,СВ,2
12,755,СВ,3
4,759,В,3
4,761,В,3
6,758,В,2
9,755,В,3
9,754,С,3
12,753,СВ,3
9,752,СЗ,2
8,749,СЗ,3
11,752,ЮЗ,2
13,751,З,2
17,752,Ю,3
13,748,ЮЗ,1
17,749,СЗ,3
20,750,ЮЗ,3
21,751,ЮВ,2
23,747,Ю,4
18,748,З,4
14,758,ЮЗ,3
17,752,ЮЗ,3
11,749,С,3
5,750,СВ,2
11,749,СЗ,5
15,747,З,4
17,751,ЮЗ,2
17,752,Ю,3
20,753,З,3
21,754,З,2
26,755,ЮЗ,3
28,754,З,1
29,752,СЗ,2
30,751,З,2
27,753,СВ,3
26,751,В,3
24,752,В,4
24,755,В,3
25,755,ЮВ,2
22,754,ЮВ,2
25,751,ЮВ,6
20,752,В,3
26,750,ЮВ,2
26,747,СЗ,1
21,746,СВ,2
22,746,С,2
20,749,СВ,4
18,754,ЮВ,2
21,749,ЮЗ,3
24,746,З,2
26,743,ЮВ,1
24,741,ЮВ,2
19,737,ЮВ,2
15,738,ЮЗ,4
13,739,ЮЗ,3
13,747,СЗ,2
20,752,В,2
23,754,З,2
26,754,ЮЗ,2
28,754,СЗ,1
31,740,З,2
33,748,ЮЗ,3
30,743,ЮЗ,2
20,749,С,2
22,750,СЗ,2
25,748,ЮЗ,2
29,746,ЮЗ,3
19,748,СВ,2
22,749,С,1
27,749,З,4
34,745,З,4
24,744,СЗ,1
27,748,С,3
29,745,С,1
27,740,СЗ,3
22,743,СЗ,2
20,748,С,3
25,754,С,2
26,755,С,2
28,753,С,2
32,750,В,2
33,749,З,2
35,749,СЗ,1
35,749,З,2
36,750,В,1
36,747,В,2
30,747,С,3
25,748,В,1
27,749,В,2
27,750,ЮВ,2
29,749,В,3
30,746,СЗ,2
31,746,СВ,3
30,747,СВ,2
31,746,В,2
32,749,В,2
34,749,З,2
35,749,З,3
36,748,З,2
33,746,СВ,3
27,745,С,3
26,745,СВ,4
26,745,С,3
31,746,СВ,5
35,744,С,3
35,745,З,2
28,749,В,2
29,752,ЮЗ,3
34,750,ЮЗ,3
35,750,СВ,1
35,751,З,2
37,749,СВ,1
36,749,ЮВ,2
38,752,С,2
35,754,В,1
36,752,СЗ,2
38,752,В,2
38,751,Ю,1
38,752,З,1
39,752,ЮЗ,2
40,751,СЗ,2
38,749,В,2
36,749,СВ,1
35,752,СВ,1
36,753,ЮВ,2
37,752,З,1
37,751,С,3
34,752,СВ,3
35,752,В,2
34,752,ЮЗ,1
36,752,ЮВ,2
36,751,ЮВ,2
32,752,СВ,3
27,752,С,3
29,749,З,2
29,746,СЗ,4
29,746,З,3
31,739,ЮЗ,4
27,737,ЮЗ,5
12,742,С,4
18,748,СЗ,3
25,743,З,3
23,743,З,2
27,743,З,3
31,741,ЮЗ,1
23,743,ЮЗ,2
24,745,З,2
32,742,ЮЗ,4
28,741,СЗ,3
20,750,СВ,1
19,755,В,2
29,752,В,6
29,750,СВ,2
23,753,З,2
19,753,С,1
19,747,С,3
13,751,СЗ,4
15,755,СЗ,1
17,754,СВ,3
18,755,З,3
17,758,СВ,2
20,755,З,2
15,753,В,2
17,757,В,2
19,757,З,2
23,755,З,3
25,753,ЮЗ,3
25,753,Ю,2
25,752,ЮЗ,3
26,753,ЮЗ,4
26,752,З,2
24,752,В,2
16,747,ЮВ,2
12,746,СЗ,2
13,745,С,3
19,752,З,2
20,750,З,3
20,747,ЮЗ,2
21,740,З,3
6,746,СЗ,2
7,746,СВ,3
9,751,СВ,3
6,758,З,2
5,761,СЗ,2
3,761,СВ,1
5,761,СВ,1
11,760,З,2
13,761,СЗ,1
14,757,В,1
14,751,З,1
14,745,Ю,3
14,736,ЮВ,2
4,732,ЮЗ,3
2,738,З,4
6,745,ЮЗ,3
10,746,З,3
5,753,СЗ,2
7,758,З,2
5,761,СВ,1
7,764,ЮВ,2
1,754,В,4
6,749,Ю,2
8,756,ЮЗ,4
8,760,Ю,1
8,758,В,1
8,758,ЮЗ,2
8,752,Ю,2
7,744,В,2
3,744,З,3
1,749,ЮЗ,2
1,755,СВ,2
0,755,С,2
3,750,З,2
6,752,З,1
8,750,Ю,2
8,739,З,3
4,735,СЗ,2
2,739,СВ,1
5,754,Ю,1
3,755,ЮВ,2
7,755,ЮВ,1
8,750,Ю,2
6,746,Ю,1
8,740,ЮЗ,3
9,741,З,4
7,754,З,2
13,752,З,4
1,766,В,2
1,765,В,2
1,755,ЮЗ,2
-5,758,В,3
-4,752,Ю,2
2,749,Ю,2
8,743,ЮЗ,3
3,744,З,3
-1,746,В,3
-1,740,СЗ,4
-2,752,З,2
1,728,В,4
-17,741,СЗ,4
-19,756,СЗ,1
-16,767,ЮВ,1
-7,761,ЮВ,4
-2,752,Ю,1
0,745,ЮВ,2
-4,753,Ю,2
-1,750,ЮВ,1
0,747,В,3
2,746,В,4
-3,749,В,3
-3,746,В,4
-2,745,ЮВ,2
-3,749,ЮЗ,2
-5,751,ЮЗ,5
-11,752,СВ,1
-11,755,В,2
-12,754,ЮВ,4
-5,756,В,3
-10,757,В,1
2,749,ЮВ,1
3,749,Ю,1
-5,760,В,2
1,761,В,5
-2,756,ЮВ,3
-6,753,ЮВ,3
-6,751,ЮВ,3
-8,755,ЮВ,3
-11,760,В,2
-6,756,ЮВ,2
-8,764,СВ,1
-12,769,В,1
-15,767,В,2
-15,767,ЮВ,1
-13,765,З,2
-12,761,ЮЗ,2
-8,761,З,1
-11,759,ЮВ,1
10,756,В,3
-5,755,В,3
-9,754,В,4
-9,754,В,5
-14,756,СВ,3
-13,756,В,2
-14,758,З,1
-17,759,С,1
-16,761,В,2
-14,759,ЮВ,3
-10,749,ЮВ,4
-6,749,В,3
-5,749,СЗ,1
-11,750,З,2
-10,743,З,3
-7,737,ЮЗ,4
-7,745,З,3
-10,749,З,1
-11,747,СЗ,1
-14,750,ЮЗ,2
-7,748,З,2
-5,740,Ю,3
-5,728,СВ,2
-5,733,С,4
-7,741,С,3
-7,730,В,3
-7,731,С,1
-15,740,СЗ,2
-15,746,В,1
-11,740,В,5
-12,737,ЮВ,2
-15,738,В,1
-17,744,СЗ,1
-19,746,ЮЗ,1
-18,751,СВ,2
-18,752,З,2
-17,756,ЮВ,1
-19,764,СЗ,1
-16,768,СЗ,3
-14,773,С,2
-13,776,ЮВ,1
-14,777,ЮВ,1
-13,774,В,1
-13,774,В,1
-10,774,ЮВ,1
-10,761,З,1
-10,758,ЮВ,2
-12,749,Ю,2
-7,737,ЮЗ,3
0,732,З,7
-1,749,Ю,1
-2,756,С,2
-3,761,З,2
-1,763,СЗ,2
-3,761,В,2
-3,750,ЮВ,1
-5,755,Ю,1
0,759,С,1
1,751,ЮЗ,4
1,749,С,1
1,753,СЗ,1
-1,756,В,4
-1,758,Ю,2
-3,760,ЮВ,2
-1,759,ЮВ,2
-2,754,ЮВ,1
1,743,ЮЗ,3
1,730,ЮЗ,5
-3,727,З,5
-2,741,З,5
-3,748,ЮЗ,5
-2,758,З,2
-3,755,Ю,3
2,750,ЮВ,1
5,749,З,4
1,758,СЗ,2
2,764,З,4
3,763,З,3
7,764,З,4
8,761,ЮВ,2
8,752,ЮВ,3
8,741,ЮВ,3
4,735,ЮВ,1
4,734,Ю,2
5,731,ЮЗ,4
7,741,ЮЗ,2
8,746,Ю,2
7,746,С,2
7,738,СЗ,3
5,743,З,2
7,747,В,4
8,746,З,3
11,740,ЮЗ,4
5,737,З,2
5,744,З,3
4,749,С,1
9,752,З,4
15,753,ЮЗ,3
13,750,СЗ,3
15,748,СЗ,3
11,756,З,2
15,760,ЮЗ,1
17,752,З,2
21,748,З,3
21,749,З,2
14,748,ЮВ,2
19,744,В,2
17,739,С,2
14,742,Ю,1
17,746,ЮВ,2
16,753,В,6
18,760,ЮВ,3
23,758,В,3
24,755,ЮВ,2
23,751,З,3
21,746,СВ,2
12,749,С,3
12,748,С,2
14,748,З,2
15,752,СВ,2
20,753,В,3
22,753,ЮЗ,1
21,752,З,2
21,749,З,3
21,752,З,2
26,750,З,3
26,749,С,2
25,749,С,2
22,751,С,3
21,749,Ю,2
22,744,ЮЗ,2
15,744,В,2
15,744,ЮВ,1
21,750,СЗ,3
26,752,ЮЗ,4
25,751,С,4
22,750,С,4
25,747,С,4
27,743,С,3
17,737,ЮЗ,2
15,734,З,4
18,740,СЗ,3
14,746,С,3
17,743,Ю,2
17,741,ЮВ,2
17,738,СЗ,2
17,735,СЗ,1
16,740,З,2
20,744,З,2
19,747,В,2
21,745,ЮВ,1
21,746,С,1
19,745,З,4
19,745,СЗ,4
20,743,ЮВ,3
20,738,В,1
17,738,Ю,1
19,740,З,2
23,742,С,3
20,741,СВ,2
23,744,В,2
27,749,В,2
29,750,В,1
28,749,СВ,2
26,750,В,2
29,749,ЮВ,2
31,747,ЮВ,2
33,746,С,1
33,746,ЮВ,3
29,748,С,1
32,749,ЮВ,2
35,745,З,1
30,743,З,3
21,740,С,1
22,746,СВ,3
24,749,СЗ,3
27,749,СВ,2
26,749,З,3
27,750,СЗ,4
27,751,С,2
28,749,З,2
32,746,З,2
31,747,З,2
30,750,ЮВ,2
27,752,В,2
29,751,В,2
31,752,СВ,2
32,753,СВ,2
36,754,Ю,2
27,753,СЗ,1
34,741,С,3
31,740,З,3
29,739,С,2
21,738,С,1
18,743,Ю,2
21,747,С,3
22,746,В,3
19,741,В,2
22,742,СЗ,4
23,749,СЗ,3
27,751,ЮЗ,2
29,752,ЮЗ,3
32,752,СЗ,2
31,751,В,2
34,748,СВ,2
28,748,В,2
29,747,В,2
33,746,В,2
31,746,В,3
25,746,СВ,3
23,746,СВ,2
22,746,В,2
19,747,В,2
22,746,В,2
14,742,СВ,3
18,744,С,3
13,749,ЮВ,1
18,751,С,3
22,754,З,2
22,752,СЗ,3
20,746,З,2
27,750,З,2
30,750,ЮЗ,1
29,749,З,3
28,746,Ю,3
21,749,СВ,1
19,748,СВ,2
18,737,В,1
13,736,Ю,2
14,738,З,2
20,739,ЮВ,2
16,737,ЮЗ,4
16,740,ЮЗ,3
14,740,Ю,1
17,746,З,3
22,745,СЗ,3
15,746,ЮВ,1
17,746,С,1
15,747,З,2
15,752,СЗ,2
14,752,СЗ,3
10,745,З,2
10,749,СЗ,2
13,748,З,2
20,747,ЮЗ,3
10,743,В,1
11,744,З,6
9,749,СЗ,2
9,749,ЮЗ,2
10,743,З,4
13,749,Ю,1
12,737,ЮЗ,2
7,731,СВ,3
10,737,ЮЗ,1
9,741,СЗ,2
9,744,ЮЗ,2
12,742,СЗ,2
14,749,З,2
16,751,ЮЗ,3
17,756,Ю,3
17,755,ЮВ,2
15,749,Ю,3
17,746,ЮЗ,3
19,739,ЮЗ,3
11,749,З,2
10,754,СЗ,1
6,756,СЗ,2
6,759,З,2
7,759,ЮВ,1
9,755,В,2
12,756,ЮВ,1
15,757,Ю,1
8,755,СЗ,2
8,754,З,2
4,752,СВ,2
4,754,СВ,3
3,757,СВ,2
3,755,С,3
1,758,СЗ,2
1,758,З,3
3,748,З,3
7,746,З,2
7,744,ЮЗ,2
6,751,С,1
5,748,ЮЗ,5
1,746,С,2
-7,755,С,3
-9,758,СВ,3
-5,758,СЗ,3
-3,747,Ю,4
-4,738,В,3
0,750,ЮВ,2
-1,755,СВ,2
-2,757,С,1
-3,760,СЗ,2
-2,751,З,2
-2,740,З,3
-6,744,ЮЗ,3
-6,745,ЮЗ,3
-5,746,С,4
-5,751,ЮЗ,2
0,737,СЗ,3
-4,751,СЗ,4
-7,748,З,3
-12,758,СВ,2
-13,762,З,1
-8,754,ЮЗ,2
-5,755,ЮЗ,2
-9,751,Ю,3
-5,748,Ю,5
-5,751,В,2
-1,746,В,1
-5,749,В,1
-6,754,СВ,2
-4,757,ЮЗ,2
-6,754,ЮЗ,3
-1,750,ЮЗ,4
0,753,ЮЗ,4
-7,755,ЮВ,3
-10,757,ЮВ,2
-7,758,В,2
-12,758,ЮВ,2
-14,755,В,1
-9,747,В,2
-5,757,С,2
-11,763,В,1
-8,762,ЮЗ,2
-9,763,ЮВ,1
-13,763,ЮВ,3
-12,767,ЮВ,3
-11,768,Ю,4
-8,766,ЮВ,3
-7,759,ЮВ,4
-10,755,Ю,2
-9,752,ЮВ,2
-5,750,З,1
-8,748,З,4
0,736,З,2
1,729,СЗ,4
-3,748,СЗ,4
-3,753,ЮЗ,2
-8,752,ЮВ,2
-5,753,В,2
-6,751,В,2
-6,752,В,1
-11,749,Ю,2
-4,749,Ю,2
-1,754,Ю,3
-8,756,ЮВ,2
-10,759,ЮВ,3
-11,758,В,4
-11,753,В,2
-10,750,ЮЗ,1
-10,749,Ю,2
-4,747,Ю,2
-3,749,ЮВ,2
-3,754,В,2
-6,754,ЮВ,3
-4,754,ЮВ,4
-7,758,В,4
-11,762,В,2
-13,764,В,2
-14,769,ЮВ,2
